count,species,genus,family,order,class,phylum,kingdom,superkingdom
42,Thermoleophilia bacterium SCSIO 60948,-,-,-,Thermoleophilia,Actinobacteria,-,Bacteria
382,Ilyonectria robusta,Ilyonectria,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,Eukaryota
77,Rahnella aquatilis,Rahnella,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,-,Bacteria
1,Dipterocarpus caudatus,Dipterocarpus,Dipterocarpaceae,Malvales,Magnoliopsida,Streptophyta,Viridiplantae,Eukaryota
16,Truncatella angustata,Truncatella,Sporocadaceae,Xylariales,Sordariomycetes,Ascomycota,Fungi,Eukaryota
5,Reevesia thyrsoidea,Reevesia,Malvaceae,Malvales,Magnoliopsida,Streptophyta,Viridiplantae,Eukaryota
8,Aeromonas caviae,Aeromonas,Aeromonadaceae,Aeromonadales,Gammaproteobacteria,Proteobacteria,-,Bacteria
58,Mortierella sp. YECT1,Mortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,Eukaryota
3,Infundibura adhaerens,Infundibura,Helicogloeaceae,Atractiellales,Atractiellomycetes,Basidiomycota,Fungi,Eukaryota
5,Sinorhizobium meliloti,Sinorhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,-,Bacteria
10,Yersinia kristensenii,Yersinia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,-,Bacteria
92,Criblamydia sequanensis,Criblamydia,Criblamydiaceae,Parachlamydiales,Chlamydiia,Chlamydiae,-,Bacteria
20,Pleosporales sp. MSW,-,-,Pleosporales,Dothideomycetes,Ascomycota,Fungi,Eukaryota
4207,uncultured fungus,-,-,-,-,-,Fungi,Eukaryota
57,uncultured beta proteobacterium,-,-,-,Betaproteobacteria,Proteobacteria,-,Bacteria
38,Fusarium solani,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,Eukaryota
40,Adineta vaga,Adineta,Adinetidae,Adinetida,Eurotatoria,Rotifera,Metazoa,Eukaryota
