count,species,genus,family,order,class,phylum,kingdom,superkingdom
92322,Clostridium perfringens,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,-,Bacteria
3928,Pseudogymnoascus pannorum,Pseudogymnoascus,Pseudeurotiaceae,-,Leotiomycetes,Ascomycota,Fungi,Eukaryota
112459,Trichoderma atroviride,Trichoderma,Hypocreaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,Eukaryota
16500,Arthrobacter sp. ERGS1:01,Arthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,-,Bacteria
293,Arthrobacter alpinus,Arthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,-,Bacteria
1099,Pseudomonas fluorescens,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,-,Bacteria
153726,Clostridium perfringens,Clostridium,Clostridiaceae,Eubacteriales,Clostridia,Firmicutes,-,Bacteria
33,Mesabolivar sp. ARP-2015,Mesabolivar,Pholcidae,Araneae,Arachnida,Arthropoda,Metazoa,Eukaryota
44,Nitrospira moscoviensis,Nitrospira,Nitrospiraceae,Nitrospirales,Nitrospira,Nitrospirae,-,Bacteria
144,Arthrobacter sp. Hiyo8,Arthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,-,Bacteria
422,Trichoderma virens,Trichoderma,Hypocreaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,Eukaryota
36,Nitrosospira briensis,Nitrosospira,Nitrosomonadaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,-,Bacteria
4,Pseudomonas sp. URMO17WK12:I11,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,-,Bacteria
133,Labilithrix luteola,Labilithrix,Labilitrichaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,-,Bacteria
26,Arthrobacter sp. ERGS1:01,Arthrobacter,Micrococcaceae,Micrococcales,Actinomycetia,Actinobacteria,-,Bacteria
47,uncultured Nitrospirae bacterium Rifle_16ft_4_minimus_10340,-,-,-,-,Nitrospirae,-,Bacteria
14,Bacillus sp. FJAT-22090,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,-,Bacteria
