DTU_2021_1010011_1_MG_Nar_ID17_SFB_P5_0_5_S0_L001_R1_001.trim.fq.gz,49035508,7277623098
DTU_2021_1010011_1_MG_Nar_ID17_SFB_P5_0_5_S0_L001_R2_001.trim.fq.gz,49035508,7158537802
DTU_2021_1010012_1_MG_Nar_ID18_SFB_P5_5_10_S0_L001_R1_001.singletons.fq.gz,1955908,258769099
DTU_2021_1010012_1_MG_Nar_ID18_SFB_P5_5_10_S0_L001_R1_001.trim.fq.gz,52719819,7819401081
DTU_2021_1010012_1_MG_Nar_ID18_SFB_P5_5_10_S0_L001_R2_001.trim.fq.gz,52719819,7701366934
DTU_2021_1010013_1_MG_Nar_ID19_SFB_P6_0_5_S0_L001_R1_001.singletons.fq.gz,1170582,153554394
DTU_2021_1010013_1_MG_Nar_ID19_SFB_P6_0_5_S0_L001_R1_001.trim.fq.gz,41708158,6094009528
DTU_2021_1010013_1_MG_Nar_ID19_SFB_P6_0_5_S0_L001_R2_001.trim.fq.gz,41708158,6059349755
DTU_2021_1010014_1_MG_Nar_ID20_SFB_P6_5_10_S0_L001_R1_001.singletons.fq.gz,1725279,226141504
DTU_2021_1010014_1_MG_Nar_ID20_SFB_P6_5_10_S0_L001_R1_001.trim.fq.gz,41467536,6141825379
DTU_2021_1010014_1_MG_Nar_ID20_SFB_P6_5_10_S0_L001_R2_001.trim.fq.gz,41467536,6028872358
DTU_2021_1010015_1_MG_Nar_ID21_SFB_P7_0_5_S0_L001_R1_001.singletons.fq.gz,2297231,299789027
DTU_2021_1010015_1_MG_Nar_ID21_SFB_P7_0_5_S0_L001_R1_001.trim.fq.gz,50275069,7443816943
DTU_2021_1010015_1_MG_Nar_ID21_SFB_P7_0_5_S0_L001_R2_001.trim.fq.gz,50275069,7304923455
DTU_2021_1010016_1_MG_Nar_ID22_SFB_P7_5_10_S0_L001_R1_001.singletons.fq.gz,3366842,440623570
DTU_2021_1010016_1_MG_Nar_ID22_SFB_P7_5_10_S0_L001_R1_001.trim.fq.gz,94820099,13950672401
DTU_2021_1010016_1_MG_Nar_ID22_SFB_P7_5_10_S0_L001_R2_001.trim.fq.gz,94820099,13865279885
DTU_2021_1010017_1_MG_Nar_ID23_SFB_P8_0_5_S0_L001_R1_001.singletons.fq.gz,1892061,245571297
DTU_2021_1010017_1_MG_Nar_ID23_SFB_P8_0_5_S0_L001_R1_001.trim.fq.gz,48063891,7117222736
DTU_2021_1010017_1_MG_Nar_ID23_SFB_P8_0_5_S0_L001_R2_001.trim.fq.gz,48063891,7000018588
DTU_2021_1010018_1_MG_Nar_ID24_SFB_P8_5_10_S0_L001_R1_001.singletons.fq.gz,2141549,279743635
DTU_2021_1010018_1_MG_Nar_ID24_SFB_P8_5_10_S0_L001_R1_001.trim.fq.gz,52817661,7818402431
DTU_2021_1010018_1_MG_Nar_ID24_SFB_P8_5_10_S0_L001_R2_001.trim.fq.gz,52817661,7679715949
DTU_2021_1010019_1_MG_Nar_ID25_SFC_P9_0_5_S0_L001_R1_001.singletons.fq.gz,1805400,236562650
DTU_2021_1010019_1_MG_Nar_ID25_SFC_P9_0_5_S0_L001_R1_001.trim.fq.gz,44906524,6644802914
DTU_2021_1010019_1_MG_Nar_ID25_SFC_P9_0_5_S0_L001_R2_001.trim.fq.gz,44906524,6541513046
DTU_2021_1010020_1_MG_Nar_ID26_SFC_P9_5_10_S0_L001_R1_001.singletons.fq.gz,1637927,218468304
DTU_2021_1010020_1_MG_Nar_ID26_SFC_P9_5_10_S0_L001_R1_001.trim.fq.gz,44938756,6658522521
DTU_2021_1010020_1_MG_Nar_ID26_SFC_P9_5_10_S0_L001_R2_001.trim.fq.gz,44938756,6536773179
DTU_2021_1010021_1_MG_Nar_ID27_SFC_P10_0_5_S0_L001_R1_001.singletons.fq.gz,1530190,205540993
DTU_2021_1010021_1_MG_Nar_ID27_SFC_P10_0_5_S0_L001_R1_001.trim.fq.gz,46041418,6834928799
DTU_2021_1010021_1_MG_Nar_ID27_SFC_P10_0_5_S0_L001_R2_001.trim.fq.gz,46041418,6729962138
DTU_2021_1010022_1_MG_Nar_ID28_SFC_P10_5_10_S0_L001_R1_001.singletons.fq.gz,1634887,217893386
DTU_2021_1010022_1_MG_Nar_ID28_SFC_P10_5_10_S0_L001_R1_001.trim.fq.gz,46419336,6876208215
DTU_2021_1010022_1_MG_Nar_ID28_SFC_P10_5_10_S0_L001_R2_001.trim.fq.gz,46419336,6769277085
DTU_2021_1010023_1_MG_Nar_ID29_SFC_P11_0_5_S0_L001_R1_001.singletons.fq.gz,1865476,251603368
DTU_2021_1010023_1_MG_Nar_ID29_SFC_P11_0_5_S0_L001_R1_001.trim.fq.gz,47259187,7009900516
DTU_2021_1010023_1_MG_Nar_ID29_SFC_P11_0_5_S0_L001_R2_001.trim.fq.gz,47259187,6866474530
DTU_2021_1010024_1_MG_Nar_ID30_SFC_P11_5_10_S0_L001_R1_001.singletons.fq.gz,1935678,253545749
DTU_2021_1010024_1_MG_Nar_ID30_SFC_P11_5_10_S0_L001_R1_001.trim.fq.gz,56609366,8368764982
DTU_2021_1010024_1_MG_Nar_ID30_SFC_P11_5_10_S0_L001_R2_001.trim.fq.gz,56609366,8274175563
DTU_2021_1010025_1_MG_Nar_ID31_SFC_P12_0_5_S0_L001_R1_001.singletons.fq.gz,1131325,143326486
DTU_2021_1010025_1_MG_Nar_ID31_SFC_P12_0_5_S0_L001_R1_001.trim.fq.gz,41397275,5937337746
DTU_2021_1010025_1_MG_Nar_ID31_SFC_P12_0_5_S0_L001_R2_001.trim.fq.gz,41397275,5910071922
DTU_2021_1010026_1_MG_Nar_ID32_SFC_P12_5_10_S0_L001_R1_001.singletons.fq.gz,1448086,187862797
DTU_2021_1010026_1_MG_Nar_ID32_SFC_P12_5_10_S0_L001_R1_001.trim.fq.gz,41550905,6155075464
DTU_2021_1010026_1_MG_Nar_ID32_SFC_P12_5_10_S0_L001_R2_001.trim.fq.gz,41550905,6051605380
DTU_2021_1010027_1_MG_Nar_ID36_SFD_P13_0_5_C4_S0_L001_R1_001.singletons.fq.gz,916613,118400134
DTU_2021_1010027_1_MG_Nar_ID36_SFD_P13_0_5_C4_S0_L001_R1_001.trim.fq.gz,39445429,5625492662
DTU_2021_1010027_1_MG_Nar_ID36_SFD_P13_0_5_C4_S0_L001_R2_001.trim.fq.gz,39445429,5612039242
DTU_2021_1010028_1_MG_Nar_ID37_SFD_P13_0_5_S0_L001_R1_001.singletons.fq.gz,1433632,187263833
DTU_2021_1010028_1_MG_Nar_ID37_SFD_P13_0_5_S0_L001_R1_001.trim.fq.gz,41909160,6202682240
DTU_2021_1010028_1_MG_Nar_ID37_SFD_P13_0_5_S0_L001_R2_001.trim.fq.gz,41909160,6130740390
DTU_2021_1010029_1_MG_Nar_ID38_SFD_P13_5_10_S0_L001_R1_001.singletons.fq.gz,1925003,252666853
DTU_2021_1010029_1_MG_Nar_ID38_SFD_P13_5_10_S0_L001_R1_001.trim.fq.gz,52107393,7720516557
DTU_2021_1010029_1_MG_Nar_ID38_SFD_P13_5_10_S0_L001_R2_001.trim.fq.gz,52107393,7624680310
DTU_2021_1010030_1_MG_Nar_ID39_SFD_P14_0_5_S0_L001_R1_001.singletons.fq.gz,1834685,238671115
DTU_2021_1010030_1_MG_Nar_ID39_SFD_P14_0_5_S0_L001_R1_001.trim.fq.gz,41585274,6149915953
DTU_2021_1010030_1_MG_Nar_ID39_SFD_P14_0_5_S0_L001_R2_001.trim.fq.gz,41585274,6036245032
DTU_2021_1010031_1_MG_Nar_ID40_SFD_P14_5_10_S0_L001_R1_001.singletons.fq.gz,1547237,203186766
DTU_2021_1010031_1_MG_Nar_ID40_SFD_P14_5_10_S0_L001_R1_001.trim.fq.gz,41427732,6132876339
DTU_2021_1010031_1_MG_Nar_ID40_SFD_P14_5_10_S0_L001_R2_001.trim.fq.gz,41427732,6036797351
DTU_2021_1010032_1_MG_Nar_ID41_SFD_P15_0_5_S0_L001_R1_001.singletons.fq.gz,1764744,236212652
DTU_2021_1010032_1_MG_Nar_ID41_SFD_P15_0_5_S0_L001_R1_001.trim.fq.gz,46533124,6910233548
DTU_2021_1010032_1_MG_Nar_ID41_SFD_P15_0_5_S0_L001_R2_001.trim.fq.gz,46533124,6769810342
DTU_2021_1010033_1_MG_Nar_ID42_SFD_P15_5_10_S0_L001_R1_001.singletons.fq.gz,1815842,246352851
DTU_2021_1010033_1_MG_Nar_ID42_SFD_P15_5_10_S0_L001_R1_001.trim.fq.gz,44982796,6683969190
DTU_2021_1010033_1_MG_Nar_ID42_SFD_P15_5_10_S0_L001_R2_001.trim.fq.gz,44982796,6533292660
DTU_2021_1010034_1_MG_Nar_ID43_SFD_P16_0_5_S0_L001_R1_001.singletons.fq.gz,1755857,236529082
DTU_2021_1010034_1_MG_Nar_ID43_SFD_P16_0_5_S0_L001_R1_001.trim.fq.gz,46679465,6934129656
DTU_2021_1010034_1_MG_Nar_ID43_SFD_P16_0_5_S0_L001_R2_001.trim.fq.gz,46679465,6798476706
DTU_2021_1010035_1_MG_Nar_ID44_SFD_P16_5_10_S0_L001_R1_001.singletons.fq.gz,1745806,233018572
DTU_2021_1010035_1_MG_Nar_ID44_SFD_P16_5_10_S0_L001_R1_001.trim.fq.gz,47805300,7065194369
DTU_2021_1010035_1_MG_Nar_ID44_SFD_P16_5_10_S0_L001_R2_001.trim.fq.gz,47805300,6951721765
DTU_2021_1010036_1_MG_Nar_ID45_SFE_P17_0_5_C1_S0_L001_R1_001.singletons.fq.gz,1216522,158128223
DTU_2021_1010036_1_MG_Nar_ID45_SFE_P17_0_5_C1_S0_L001_R1_001.trim.fq.gz,43078007,6306116778
DTU_2021_1010036_1_MG_Nar_ID45_SFE_P17_0_5_C1_S0_L001_R2_001.trim.fq.gz,43078007,6254842037
DTU_2021_1010037_1_MG_Nar_ID48_SFE_P17_0_5_C4_S0_L001_R1_001.singletons.fq.gz,1348494,173928144
DTU_2021_1010037_1_MG_Nar_ID48_SFE_P17_0_5_C4_S0_L001_R1_001.trim.fq.gz,48500799,7128502222
DTU_2021_1010037_1_MG_Nar_ID48_SFE_P17_0_5_C4_S0_L001_R2_001.trim.fq.gz,48500799,7107361164
DTU_2021_1010038_1_MG_Nar_ID49_SFE_P17_0_5_S0_L001_R1_001.singletons.fq.gz,1507657,196823393
DTU_2021_1010038_1_MG_Nar_ID49_SFE_P17_0_5_S0_L001_R1_001.trim.fq.gz,42514139,6301078940
DTU_2021_1010038_1_MG_Nar_ID49_SFE_P17_0_5_S0_L001_R2_001.trim.fq.gz,42514139,6227588825
DTU_2021_1010039_1_MG_Nar_ID50_SFE_P17_5_10_S0_L001_R1_001.singletons.fq.gz,1121832,146158371
DTU_2021_1010039_1_MG_Nar_ID50_SFE_P17_5_10_S0_L001_R1_001.trim.fq.gz,39532110,5770336830
DTU_2021_1010039_1_MG_Nar_ID50_SFE_P17_5_10_S0_L001_R2_001.trim.fq.gz,39532110,5720108121
DTU_2021_1010040_1_MG_Nar_ID51_SFE_P18_0_5_S0_L001_R1_001.singletons.fq.gz,1169313,154013776
DTU_2021_1010040_1_MG_Nar_ID51_SFE_P18_0_5_S0_L001_R1_001.trim.fq.gz,36993664,5439473505
DTU_2021_1010040_1_MG_Nar_ID51_SFE_P18_0_5_S0_L001_R2_001.trim.fq.gz,36993664,5397977259
DTU_2021_1010041_1_MG_Nar_ID52_SFE_P18_5_10_S0_L001_R1_001.singletons.fq.gz,1744022,231651960
DTU_2021_1010041_1_MG_Nar_ID52_SFE_P18_5_10_S0_L001_R1_001.trim.fq.gz,41192277,6096700422
DTU_2021_1010041_1_MG_Nar_ID52_SFE_P18_5_10_S0_L001_R2_001.trim.fq.gz,41192277,6001570035
DTU_2021_1010042_1_MG_Nar_ID53_SFE_P19_0_5_S0_L001_R1_001.singletons.fq.gz,1627658,212776852
DTU_2021_1010042_1_MG_Nar_ID53_SFE_P19_0_5_S0_L001_R1_001.trim.fq.gz,42111764,6218736062
DTU_2021_1010042_1_MG_Nar_ID53_SFE_P19_0_5_S0_L001_R2_001.trim.fq.gz,42111764,6112780019
DTU_2021_1010043_1_MG_Nar_ID54_SFE_P19_5_10_S0_L001_R1_001.singletons.fq.gz,1749866,234138316
DTU_2021_1010043_1_MG_Nar_ID54_SFE_P19_5_10_S0_L001_R1_001.trim.fq.gz,43332589,6408742348
DTU_2021_1010043_1_MG_Nar_ID54_SFE_P19_5_10_S0_L001_R2_001.trim.fq.gz,43332589,6280128427
DTU_2021_1010044_1_MG_Nar_ID55_SFE_P20_0_5_S0_L001_R1_001.singletons.fq.gz,1662043,221600602
DTU_2021_1010044_1_MG_Nar_ID55_SFE_P20_0_5_S0_L001_R1_001.trim.fq.gz,45783431,6784622984
DTU_2021_1010044_1_MG_Nar_ID55_SFE_P20_0_5_S0_L001_R2_001.trim.fq.gz,45783431,6661395483
DTU_2021_1010045_1_MG_Nar_ID56_SFE_P20_5_10_S0_L001_R1_001.singletons.fq.gz,1840560,245676472
DTU_2021_1010045_1_MG_Nar_ID56_SFE_P20_5_10_S0_L001_R1_001.trim.fq.gz,47058671,6976008093
DTU_2021_1010045_1_MG_Nar_ID56_SFE_P20_5_10_S0_L001_R2_001.trim.fq.gz,47058671,6830396477
DTU_2021_1010046_1_MG_Nar_ID57_SFF_P21_0_5_S0_L001_R1_001.singletons.fq.gz,1715833,229004979
DTU_2021_1010046_1_MG_Nar_ID57_SFF_P21_0_5_S0_L001_R1_001.trim.fq.gz,48962520,7244338576
DTU_2021_1010046_1_MG_Nar_ID57_SFF_P21_0_5_S0_L001_R2_001.trim.fq.gz,48962520,7127285253
DTU_2021_1010047_1_MG_Nar_ID58_SFF_P21_5_10_S0_L001_R1_001.singletons.fq.gz,1434387,189956136
DTU_2021_1010047_1_MG_Nar_ID58_SFF_P21_5_10_S0_L001_R1_001.trim.fq.gz,40226005,5908248346
DTU_2021_1010047_1_MG_Nar_ID58_SFF_P21_5_10_S0_L001_R2_001.trim.fq.gz,40226005,5819678791
DTU_2021_1010048_1_MG_Nar_ID59_SFF_P22_0_5_S0_L001_R1_001.singletons.fq.gz,1516912,197307932
DTU_2021_1010048_1_MG_Nar_ID59_SFF_P22_0_5_S0_L001_R1_001.trim.fq.gz,46895731,6893461012
DTU_2021_1010048_1_MG_Nar_ID59_SFF_P22_0_5_S0_L001_R2_001.trim.fq.gz,46895731,6826184401
DTU_2021_1010049_1_MG_Nar_ID60_SFF_P22_5_10_S0_L001_R1_001.singletons.fq.gz,1024979,129560919
DTU_2021_1010049_1_MG_Nar_ID60_SFF_P22_5_10_S0_L001_R1_001.trim.fq.gz,42159825,5949044438
DTU_2021_1010049_1_MG_Nar_ID60_SFF_P22_5_10_S0_L001_R2_001.trim.fq.gz,42159825,5942589550
DTU_2021_1010050_1_MG_Nar_ID61_SFF_P23_0_5_S0_L001_R1_001.singletons.fq.gz,1392688,180392260
DTU_2021_1010050_1_MG_Nar_ID61_SFF_P23_0_5_S0_L001_R1_001.trim.fq.gz,41971047,6215026803
DTU_2021_1010050_1_MG_Nar_ID61_SFF_P23_0_5_S0_L001_R2_001.trim.fq.gz,41971047,6148652289
DTU_2021_1010051_1_MG_Nar_ID62_SFF_P23_5_10_S0_L001_R1_001.singletons.fq.gz,1151409,148082172
DTU_2021_1010051_1_MG_Nar_ID62_SFF_P23_5_10_S0_L001_R1_001.trim.fq.gz,42233089,6141615312
DTU_2021_1010051_1_MG_Nar_ID62_SFF_P23_5_10_S0_L001_R2_001.trim.fq.gz,42233089,6106768023
DTU_2021_1010052_1_MG_Nar_ID63_SFF_P24_0_5_S0_L001_R1_001.singletons.fq.gz,1304743,169288914
DTU_2021_1010052_1_MG_Nar_ID63_SFF_P24_0_5_S0_L001_R1_001.trim.fq.gz,41784120,6145306403
DTU_2021_1010052_1_MG_Nar_ID63_SFF_P24_0_5_S0_L001_R2_001.trim.fq.gz,41784120,6091325993
DTU_2021_1010053_1_MG_Nar_ID64_SFF_P24_5_10_S38_L001_R1_001.singletons.fq.gz,1822256,238471724
DTU_2021_1010053_1_MG_Nar_ID64_SFF_P24_5_10_S38_L001_R1_001.trim.fq.gz,51094445,7499221994
DTU_2021_1010053_1_MG_Nar_ID64_SFF_P24_5_10_S38_L001_R2_001.trim.fq.gz,51094445,7475116428
DTU_2021_1010054_1_MG_Nuuk_ID65_S1_StV23C_0_5_C1_S0_L001_R1_001.singletons.fq.gz,1745765,227872516
DTU_2021_1010054_1_MG_Nuuk_ID65_S1_StV23C_0_5_C1_S0_L001_R1_001.trim.fq.gz,40904582,6047610605
DTU_2021_1010054_1_MG_Nuuk_ID65_S1_StV23C_0_5_C1_S0_L001_R2_001.trim.fq.gz,40904582,5928022092
DTU_2021_1010055_1_MG_Nuuk_ID69_S1_StV23C_0_5_inf1_S0_L001_R1_001.singletons.fq.gz,1479149,197391863
DTU_2021_1010055_1_MG_Nuuk_ID69_S1_StV23C_0_5_inf1_S0_L001_R1_001.trim.fq.gz,44945625,6627751662
DTU_2021_1010055_1_MG_Nuuk_ID69_S1_StV23C_0_5_inf1_S0_L001_R2_001.trim.fq.gz,44945625,6529455952
DTU_2021_1010056_1_MG_Nuuk_ID70_S1_StV23C_5_10_inf2_S0_L001_R1_001.singletons.fq.gz,1693509,225485979
DTU_2021_1010056_1_MG_Nuuk_ID70_S1_StV23C_5_10_inf2_S0_L001_R1_001.trim.fq.gz,44583112,6600128507
DTU_2021_1010056_1_MG_Nuuk_ID70_S1_StV23C_5_10_inf2_S0_L001_R2_001.trim.fq.gz,44583112,6459397843
DTU_2021_1010057_1_MG_Nuuk_ID71_S1_StV23C_0_5_inf3_S0_L001_R1_001.singletons.fq.gz,1574584,210992159
DTU_2021_1010057_1_MG_Nuuk_ID71_S1_StV23C_0_5_inf3_S0_L001_R1_001.trim.fq.gz,41249675,6088642296
DTU_2021_1010057_1_MG_Nuuk_ID71_S1_StV23C_0_5_inf3_S0_L001_R2_001.trim.fq.gz,41249675,5983529128
DTU_2021_1010058_1_MG_Nuuk_ID72_S1_StV23C_5_10_inf4_S62_L001_R1_001.singletons.fq.gz,1423422,185514467
DTU_2021_1010058_1_MG_Nuuk_ID72_S1_StV23C_5_10_inf4_S62_L001_R1_001.trim.fq.gz,46580012,6816667264
DTU_2021_1010058_1_MG_Nuuk_ID72_S1_StV23C_5_10_inf4_S62_L001_R2_001.trim.fq.gz,46580012,6816089559
DTU_2021_1010059_1_MG_Nuuk_ID73_S1_StV23C_0_5_inf5_S0_L001_R1_001.singletons.fq.gz,1634271,215814289
DTU_2021_1010059_1_MG_Nuuk_ID73_S1_StV23C_0_5_inf5_S0_L001_R1_001.trim.fq.gz,47775587,7020313063
DTU_2021_1010059_1_MG_Nuuk_ID73_S1_StV23C_0_5_inf5_S0_L001_R2_001.trim.fq.gz,47775587,6903193788
DTU_2021_1010060_1_MG_Nuuk_ID74_S1_StV23C_5_10_inf6_S0_L001_R1_001.singletons.fq.gz,1451697,186868816
DTU_2021_1010060_1_MG_Nuuk_ID74_S1_StV23C_5_10_inf6_S0_L001_R1_001.trim.fq.gz,49182143,7200119580
DTU_2021_1010060_1_MG_Nuuk_ID74_S1_StV23C_5_10_inf6_S0_L001_R2_001.trim.fq.gz,49182143,7174244799
DTU_2021_1010061_1_MG_Nuuk_ID75_S1_StV23C_0_5_inf7_S0_L001_R1_001.singletons.fq.gz,3337600,435958760
DTU_2021_1010061_1_MG_Nuuk_ID75_S1_StV23C_0_5_inf7_S0_L001_R1_001.trim.fq.gz,95312200,13956989728
DTU_2021_1010061_1_MG_Nuuk_ID75_S1_StV23C_0_5_inf7_S0_L001_R2_001.trim.fq.gz,95312200,13907788995
DTU_2021_1010062_1_MG_Nuuk_ID76_S1_StV23C_5_10_inf8_S0_L001_R1_001.singletons.fq.gz,1856523,243053482
DTU_2021_1010062_1_MG_Nuuk_ID76_S1_StV23C_5_10_inf8_S0_L001_R1_001.trim.fq.gz,44040396,6521640572
DTU_2021_1010062_1_MG_Nuuk_ID76_S1_StV23C_5_10_inf8_S0_L001_R2_001.trim.fq.gz,44040396,6394969330
DTU_2021_1010063_1_MG_Nuuk_ID77_S1_StV23C_0_5_inf9_S0_L001_R1_001.singletons.fq.gz,1354112,176390708
DTU_2021_1010063_1_MG_Nuuk_ID77_S1_StV23C_0_5_inf9_S0_L001_R1_001.trim.fq.gz,42111597,6138521568
DTU_2021_1010063_1_MG_Nuuk_ID77_S1_StV23C_0_5_inf9_S0_L001_R2_001.trim.fq.gz,42111597,6074077112
DTU_2021_1010064_1_MG_Nuuk_ID78_S1_StV23C_5_10_inf10_S0_L001_R1_001.singletons.fq.gz,1131158,149360687
DTU_2021_1010064_1_MG_Nuuk_ID78_S1_StV23C_5_10_inf10_S0_L001_R1_001.trim.fq.gz,41211413,6057674502
DTU_2021_1010064_1_MG_Nuuk_ID78_S1_StV23C_5_10_inf10_S0_L001_R2_001.trim.fq.gz,41211413,6010724541
DTU_2021_1010065_1_MG_Nuuk_ID79_S1_StV23C_NA_sf1_S0_L001_R1_001.singletons.fq.gz,2270637,296334980
DTU_2021_1010065_1_MG_Nuuk_ID79_S1_StV23C_NA_sf1_S0_L001_R1_001.trim.fq.gz,50863063,7535480086
DTU_2021_1010065_1_MG_Nuuk_ID79_S1_StV23C_NA_sf1_S0_L001_R2_001.trim.fq.gz,50863063,7341857054
DTU_2021_1010066_1_MG_Nuuk_ID80_S1_StV23C_0_5_out1_S0_L001_R1_001.singletons.fq.gz,2490185,324821935
DTU_2021_1010066_1_MG_Nuuk_ID80_S1_StV23C_0_5_out1_S0_L001_R1_001.trim.fq.gz,55552163,8201862591
DTU_2021_1010066_1_MG_Nuuk_ID80_S1_StV23C_0_5_out1_S0_L001_R2_001.trim.fq.gz,55552163,8025727839
DTU_2021_1010067_1_MG_Nuuk_ID81_S1_StV23C_5_10_out2_S0_L001_R1_001.singletons.fq.gz,2000400,267509143
DTU_2021_1010067_1_MG_Nuuk_ID81_S1_StV23C_5_10_out2_S0_L001_R1_001.trim.fq.gz,48760888,7220579766
DTU_2021_1010067_1_MG_Nuuk_ID81_S1_StV23C_5_10_out2_S0_L001_R2_001.trim.fq.gz,48760888,7066647078
DTU_2021_1010068_1_MG_Nuuk_ID82_S1_StV23C_0_5_out3_S0_L001_R1_001.singletons.fq.gz,1915034,257886558
DTU_2021_1010068_1_MG_Nuuk_ID82_S1_StV23C_0_5_out3_S0_L001_R1_001.trim.fq.gz,46043767,6822885093
DTU_2021_1010068_1_MG_Nuuk_ID82_S1_StV23C_0_5_out3_S0_L001_R2_001.trim.fq.gz,46043767,6659701334
DTU_2021_1010069_1_MG_Nuuk_ID83_S1_StV23C_5_10_out4_S0_L001_R1_001.singletons.fq.gz,1812995,241667716
DTU_2021_1010069_1_MG_Nuuk_ID83_S1_StV23C_5_10_out4_S0_L001_R1_001.trim.fq.gz,47085225,6966281222
DTU_2021_1010069_1_MG_Nuuk_ID83_S1_StV23C_5_10_out4_S0_L001_R2_001.trim.fq.gz,47085225,6819420548
DTU_2021_1010070_1_MG_Nuuk_ID84_S1_StV23C_0_5_out5_S0_L001_R1_001.singletons.fq.gz,2035947,274739687
DTU_2021_1010070_1_MG_Nuuk_ID84_S1_StV23C_0_5_out5_S0_L001_R1_001.trim.fq.gz,45950448,6815671375
